m2682_meta_date_auto,m1855_meta_assessment_date,m1725_meta_interview_type,m0489_meta_survey_round,calc_adm2_local,m0303_meta_adm1_pcode,m0304_meta_adm2_pcode,m0305_meta_adm3_pcode,m0306_meta_adm4_pcode_other,m0306_meta_adm4_pcode,admin_4_name_txt_calc,s1534_loc_loc_access,m0342_loc_site_type_multiple,m0342_loc_site_type_multiple_other,m1690_loc_depart_hh,m1541_loc_num_depart_hh_period,m1540_loc_num_depart_ind_period,m0349_loc_depart_period,m2990_loc_depart_internal,m2991_loc_depart_known,m1577_loc_main_dest_adm1,m1584_loc_main_depart_reason,m1584_loc_main_depart_reason_other,m1535_loc_arrival_time,m1537_loc_num_arrivals_hh,m1536_loc_num_arrival_ind_period,m2968_loc_num_men_idp,m2969_loc_num_women_idp,m2970_loc_num_children_idp,m0310_loc_num_idp_ind,m1727_loc_main_group_arrival_date,m2684_loc_arrivals_from_list,m2686_loc_arrivals_origin_adm1,m2685_loc_arrivals_origin_adm2,m2687_loc_arrivals_origin_adm3,m0329_loc_reason_disp_idp,m0329_loc_reason_disp_idp_other,m2688_loc_arrivals_site_type,m2688_loc_arrivals_site_type_other,m2967_loc_idp_reason_chose_loc,m2967_loc_idp_reason_chose_loc_other,s2878_loc_top_3_priority_need_idp,s2878_loc_top_3_priority_need_idp/food,s2878_loc_top_3_priority_need_idp/health,s2878_loc_top_3_priority_need_idp/sanitation,s2878_loc_top_3_priority_need_idp/shelter,s2878_loc_top_3_priority_need_idp/transport,s2878_loc_top_3_priority_need_idp/accommodation,s2878_loc_top_3_priority_need_idp/clothes,s2878_loc_top_3_priority_need_idp/communication,s2878_loc_top_3_priority_need_idp/recognition_qualifications,s2878_loc_top_3_priority_need_idp/dnk,s2878_loc_top_3_priority_need_idp/legal_consular,s2878_loc_top_3_priority_need_idp/education,s2878_loc_top_3_priority_need_idp/drinking_water,s2878_loc_top_3_priority_need_idp/employment,s2878_loc_top_3_priority_need_idp/reunification,s2878_loc_top_3_priority_need_idp/cash,s2878_loc_top_3_priority_need_idp/kindergarten,s2878_loc_top_3_priority_need_idp/information,s2878_loc_top_3_priority_need_idp/electricity,s2878_loc_top_3_priority_need_idp/language,s2878_loc_top_3_priority_need_idp/medicines,s2878_loc_top_3_priority_need_idp/none,s2878_loc_top_3_priority_need_idp/nfi,s2878_loc_top_3_priority_need_idp/other,s2878_loc_top_3_priority_need_idp/hygiene,s2878_loc_top_3_priority_need_idp/pnta,s2878_loc_top_3_priority_need_idp/protection,s2878_loc_top_3_priority_need_idp/reporting,s2878_loc_top_3_priority_need_idp/pss,s2878_loc_top_3_priority_need_idp/school_supplies,s2878_loc_top_3_priority_need_idp/security,s2878_loc_top_3_priority_need_idp/child_spaces,s2878_loc_top_3_priority_need_idp/return_support,s2878_loc_top_3_priority_need_idp/business,s2878_loc_top_3_priority_need_idp/vocational,s2878_loc_top_3_priority_need_idp/wash,s2878_loc_top_3_priority_need_idp_other,m2689_loc_arrivals_settle_adm4_other,m2689_loc_arrivals_settle_adm4,m2689_loc_arrivals_settle_adm4_zwe,m1461_loc_return_obs_unit,m0847_loc_num_return_idp_hh,m2971_loc_num_men_return,m2972_loc_num_women_return,m2973_loc_num_children_return,m0851_loc_num_return_idp_ind,s1322_loc_return_main_arrival,m2690_loc_returnees_from_list,m2691_loc_area_disp_returnees_adm0,m2691_loc_area_disp_returnees_adm0_other,m2692_loc_reason_return,m2692_loc_reason_return/returned_assistance,m2692_loc_reason_return/rejoin_family,m2692_loc_reason_return/no_assistance_found,m2692_loc_reason_return/other,m2692_loc_reason_return_other,m2693_loc_returnees_site_type,m2693_loc_returnees_site_type_other,m2694_loc_top_3_priority_need_returnee,m2694_loc_top_3_priority_need_returnee/food,m2694_loc_top_3_priority_need_returnee/health,m2694_loc_top_3_priority_need_returnee/sanitation,m2694_loc_top_3_priority_need_returnee/shelter,m2694_loc_top_3_priority_need_returnee/transport,m2694_loc_top_3_priority_need_returnee/accommodation,m2694_loc_top_3_priority_need_returnee/clothes,m2694_loc_top_3_priority_need_returnee/communication,m2694_loc_top_3_priority_need_returnee/recognition_qualifications,m2694_loc_top_3_priority_need_returnee/dnk,m2694_loc_top_3_priority_need_returnee/legal_consular,m2694_loc_top_3_priority_need_returnee/education,m2694_loc_top_3_priority_need_returnee/drinking_water,m2694_loc_top_3_priority_need_returnee/employment,m2694_loc_top_3_priority_need_returnee/reunification,m2694_loc_top_3_priority_need_returnee/cash,m2694_loc_top_3_priority_need_returnee/kindergarten,m2694_loc_top_3_priority_need_returnee/information,m2694_loc_top_3_priority_need_returnee/electricity,m2694_loc_top_3_priority_need_returnee/language,m2694_loc_top_3_priority_need_returnee/medicines,m2694_loc_top_3_priority_need_returnee/none,m2694_loc_top_3_priority_need_returnee/nfi,m2694_loc_top_3_priority_need_returnee/other,m2694_loc_top_3_priority_need_returnee/hygiene,m2694_loc_top_3_priority_need_returnee/pnta,m2694_loc_top_3_priority_need_returnee/protection,m2694_loc_top_3_priority_need_returnee/reporting,m2694_loc_top_3_priority_need_returnee/pss,m2694_loc_top_3_priority_need_returnee/school_supplies,m2694_loc_top_3_priority_need_returnee/security,m2694_loc_top_3_priority_need_returnee/child_spaces,m2694_loc_top_3_priority_need_returnee/return_support,m2694_loc_top_3_priority_need_returnee/business,m2694_loc_top_3_priority_need_returnee/vocational,m2694_loc_top_3_priority_need_returnee/wash,m2694_loc_top_3_priority_need_returnee/agricultural_inputs,m2694_loc_top_3_priority_need_returnee_other,m2695_loc_returnees_settle_adm4_other,m2695_loc_returnees_settle_adm4,m2695_loc_returnees_settle_adm4_zwe,remarks,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
18/11/2024,18/11/2024,inperson_mobile,B2_01,District,MW3,MW308,MW30806,Mwawihe,,,yes,dispersed,,yes,142,349,01/09/2023,,yes,MW3,climate_drought,,yes,43,215,17,26,172,215,01/09/2023,same_adm3,MW3,MW308,MW30806,climate_floods,,dispersed,,other,They were following some Highlands in this area,food shelter cash,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30806037054 30806050077,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Among the households that have not yet returned, 84 households are then ones who were displaced due to drought. The rest are those that have not  returned kn their homes due to cyclone Freddy",15253381,47d13313-c3d5-4a0e-a530-602628250304,26/11/2024,,,submitted_via_web,mwi_dtm_enum,vzexMkjAHGW6VZhXoLutJU,,488
23/11/2024,26/11/2024,inperson_mobile,B2_01,District,MW3,MW308,MW30806,,30806021033,Juma,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15253382,3f03a53b-522a-4308-a423-7106f4853b46,26/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,489
23/11/2024,26/11/2024,inperson_mobile,B2_01,District,MW3,MW308,MW30806,,30806044068,Tamani,yes,dispersed,,yes,41,202,01/09/2023,yes,yes,MW3,climate_floods,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There are no movements due to drought. The number indicated is for those who have not yet managed to return to their original homes due to cyclone Freddy.,15253383,e10e067a-2c54-410b-ab6f-26dd9dc11989,26/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,490
22/11/2024,26/11/2024,remote_inperson,B2_01,District,MW3,MW312,MW31205,Malopa 1,,,yes,dispersed,,no,,,,,,,,,yes,1,6,1,2,3,6,01/05/2024,diff_adm1,MW2,,,conflict_displacement,,dispersed,,economic,,food shelter sanitation,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31201083146,,yes,2,2,3,4,9,01/07/2024,diff_adm1,,,no_assistance_found rejoin_family returned_assistance,1,1,1,0,,dispersed,,food sanitation shelter,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31201103146,,Near Malopa mosque,15253581,267b2d8a-229d-4d61-aa1c-84d4bdc566a0,26/11/2024,,,submitted_via_web,mwi_dtm_enum,v7VP8KqqfMupLhhqBS4HdB,,491
24/11/2024,24/11/2024,inperson_mobile,B2_01,District,MW3,MW308,MW30804,,30804008019,Nthiramanja,yes,dispersed,,yes,50,178,01/10/2023,yes,yes,MW1,climate_drought,,yes,10,45,10,25,10,45,01/01/2024,diff_adm3,MW3,MW308,MW30806 MW30808 MW30805,climate_floods,,dispersed,,climatic,,food hygiene cash,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,30804003005 30804011019 30804004012,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The area has the Thuchira river that can displace some people who live along the river. However, the main displacement factor is drought, hence people are moving to the northern region to work in estates. ",15254509,b6d52b63-ebf6-4404-aa28-9518991df2e4,26/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,492
24/11/2024,25/11/2024,inperson_mobile,B2_01,District,MW3,MW308,MW30804,,30804026052,Chonde,yes,dispersed,,yes,30,90,01/11/2023,both,yes,MW2,climate_floods,,yes,17,64,18,26,20,64,01/10/2023,diff_adm2,MW3,MW309,,climate_drought,,dispersed,,livelihood,,food drinking_water cash,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30804026052 30804025052 30804025051,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The area has infertile soil that can potentially be a reason for less produce during farming seasons. However, people can choose this place over the other because the area is not prone to flash floods.",15254510,a3e0ef64-d360-4d0e-bd9d-fcb27396f7f7,26/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,493
24/11/2024,24/11/2024,inperson_mobile,B2_01,District,MW3,MW308,MW30804,,30804041071,Mzizira [A],yes,dispersed,,yes,28,140,01/02/2024,yes,yes,MW1,climate_drought,,yes,8,40,13,18,9,40,01/07/2024,diff_adm2,MW3,MW309,,climate_floods,,dispersed,,network,,food sanitation nfi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30804041071 30804042077 30804042076,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The potential push factor is the Thuchira river that mostly puts an area prone to flash floods. The village is close to the Thuchira river that affects it negatively during the rainy season. ,15254511,c6d243e1-bbaa-4d7d-9c36-170b2b7099e6,26/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,494
24/11/2024,25/11/2024,inperson_mobile,B2_01,District,MW3,MW308,MW30804,,30804040074,Sambatiyawo [A],yes,dispersed,,yes,33,125,01/06/2024,both,yes,MW1,climate_drought,,yes,18,68,15,33,20,68,01/02/2024,diff_adm3,MW3,MW308,MW30803 MW30806,climate_drought,,dispersed,,livelihood,,food cash education,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30804039074 30804040074,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The area faces an income generating challenge because they do not have any other measures or ways that can mostly be used to have a better income as they only depend on cassava cultivation.,15254512,d1218105-6116-49f3-ba58-52b612f9355d,26/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,495
22/11/2024,26/11/2024,inperson_mobile,B2_01,District,MW3,MW304,MW30403,,30403014064,Sitima,yes,dispersed,,yes,13,13,01/11/2024,yes,yes,MW3,climate_other,,yes,4,15,4,4,7,15,01/05/2024,diff_adm2,MW3,MW305,,climate_other,,dispersed,,livelihood,,food shelter employment,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30403014064,,yes,1,0,1,0,1,01/09/2024,same_adm3,,,rejoin_family,0,1,0,0,,dispersed,,food shelter sanitation,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30403014064,,Affected  by r,15255654,3eef8e7b-6584-48cc-bb96-4135abf70866,26/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,496
25/11/2024,25/11/2024,inperson_mobile,B2_01,District,MW3,MW304,MW30401,,30401011044,Nakoli,yes,dispersed,,no,,,,,,,,,yes,7,30,3,3,24,30,01/08/2024,diff_adm3,MW3,MW304,MW30401,other,Marriage,dispersed,,other,Marriage,health food other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Marriage,,30401011044 30401011043 30401014043,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15255656,41c43cf5-48b6-4b0d-88ac-36ece24fd5f7,26/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,497
26/11/2024,26/11/2024,inperson_mobile,B2_01,District,MW3,MW310,MW31003,,31003010022,Gaga,limited_access,dispersed,,yes,53,265,01/12/2023,no,,,climate_drought,,yes,37,185,20,17,148,185,01/06/2024,diff_adm0,,,,nonclimate_disaster,,dispersed,,network,,food shelter reunification,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31003010022 31003025027 31003001001,,yes,17,9,8,68,85,01/03/2024,diff_adm0,MOZ,,rejoin_family no_assistance_found,0,1,1,0,,dispersed,,food shelter cash,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31003001001 31003002215 31003012027,,"The community is prone to droughts, cases of land grabbing especially for the returnees and theft are high. The community is close to Mozambique such that most people move there to do small businesses and employment.",15260998,bcb45d71-b398-4671-8d45-ca82735753b8,27/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,498
26/11/2024,26/11/2024,inperson_mobile,B2_01,District,MW3,MW310,MW31003,,31003016036,Imfanjawo,limited_access,dispersed,,yes,206,1030,01/05/2024,no,,,climate_drought,,yes,97,485,50,47,388,485,01/09/2024,diff_adm3,MW3,MW310,MW31003,climate_drought,,other,Usually they come during mango or cassava harvesting seasons,livelihood,,food shelter sanitation,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31003016036 31003016038 31003015035,,yes,153,78,75,612,765,01/08/2024,diff_adm0,MOZ,,no_assistance_found rejoin_family,0,1,1,0,,dispersed,,food shelter cash,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31003015035 31003016036 31003016038,,The area is prone to droughts and people move alot. They usually go to Mozambique looking for employment opportunities and when it's time for mango season they return in their homes to sell them for source of income to buy food.,15260999,dd30fc86-e655-4704-b8db-ed77ee05faed,27/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,499
24/11/2024,24/11/2024,inperson_mobile,B2_01,District,MW3,MW312,MW31207,Chamthunya 2,,,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,15261519,23a068c8-d9e0-4c3f-8c8f-25791a46830f,27/11/2024,,,submitted_via_web,mwi_dtm_enum,v7VP8KqqfMupLhhqBS4HdB,,500
22/11/2024,22/11/2024,phone,B2_01,District,MW3,MW305,MW30506,,30506040039,Jeweta,yes,dispersed,,no,,,,,,,,,yes,698,3200,480,1500,1220,3200,01/09/2023,same_adm3,MW3,MW305,MW30506,climate_other,,dispersed,,climatic,,food clothes shelter,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30506040039 30506042040,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There is a need for government and NGOs to give the support to victims so that they can reconstruct their houses which have not yet been reconstructed up now due to lack of financial support,15263536,4b1a1888-2c7e-4314-8761-1bdb818c0e51,27/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,501
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30506,,30506019062,Kuntaja,yes,dispersed,,no,,,,,,,,,yes,20,400,56,110,234,400,01/10/2023,same_adm3,MW3,MW305,MW30506,climate_floods,,dispersed,,climatic,,food health shelter,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30506019062 30506019018 30506018111,,yes,55,40,97,113,250,01/10/2023,same_adm3,,,returned_assistance rejoin_family,1,1,0,0,,dispersed,,food shelter sanitation,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30506007009 30506018139 30506018017,,So far government and NGOs are able and still help the victims although there is a need to add the support,15263539,63e9d533-6499-4432-abf0-bb327cd9e4bd,27/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,502
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30506,,30506010019,Thanganyika,yes,dispersed,,no,,,,,,,,,yes,210,500,130,216,154,500,01/10/2023,same_adm3,MW3,MW305,MW30506,climate_floods,,camp,,livelihood,,food sanitation health,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30506020020 30506005071,,yes,30,30,53,54,137,01/10/2023,same_adm3,,,returned_assistance rejoin_family,1,1,0,0,,dispersed,,food shelter health,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30506020020 30506019062,,There is a bias on support that victims have  received. The is too much favouritism when it comes to distribution of relief item from government and other well wishers ,15263541,445f44df-3069-4d30-a663-f05faebf4b17,27/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,503
22/11/2024,22/11/2024,phone,B2_01,District,MW3,MW305,MW30504,,30504014069,Majola,yes,dispersed,,no,,,,,,,,,yes,45,560,170,280,110,560,01/09/2023,diff_adm3,MW3,MW305,MW30506 MW30504,climate_other,,camp,,livelihood,,food shelter health,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30504014052 30504014069,,yes,322,300,725,425,1450,01/09/2023,same_adm3,,,returned_assistance rejoin_family,1,1,0,0,,dispersed,,food shelter health,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30504014069 30504019052,,The victims should be provided with soft loans so that they can recover from the loses of their property,15263544,ad9e1391-47af-485b-a938-d4a3b8a1e64e,27/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,504
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30504,,30504017061,Kunthembwe,yes,dispersed,,no,,,,,,,,,yes,15,220,80,100,40,220,01/10/2023,same_adm3,MW3,MW305,MW30504,climate_floods,,camp,,livelihood,,food shelter sanitation,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30504017061 30504018067,,yes,22,22,43,45,110,01/09/2023,same_adm3,,,returned_assistance rejoin_family,1,1,0,0,,dispersed,,food health shelter,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30504017061 30504017026,,Community leaders should encourage the victims to rebuild their destructed houses,15263546,d9f6e373-e1b2-4b91-be01-ce78c29fc34c,27/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,505
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30504,,30504010056,Kadikila,yes,dispersed,,no,,,,,,,,,yes,45,260,58,111,91,260,01/09/2023,same_adm3,MW3,MW305,MW30504,climate_other,,dispersed,,climatic,,food health shelter,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30504010056 30504010037,,yes,76,40,115,220,375,01/09/2023,same_adm3,,,returned_assistance rejoin_family,1,1,0,0,,dispersed,,food clothes health,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30504012034 30504016056,,Community leaders should encourage the villagers to build the strong buildings,15263548,484ad941-cfdd-4597-b1c9-7ac6a51e961d,27/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,506
21/11/2024,21/11/2024,remote_inperson,B2_01,District,MW3,MW305,MW30507,,30507010052,Malunga,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,173,163,311,306,780,01/10/2023,same_adm3,,,returned_assistance rejoin_family,1,1,0,0,,dispersed,,food health sanitation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30507010052 30507010051,,"Victims were given financial support from Government, NGOs and other well wishers. They are requesting small and loan from NEEF so that they can help to fully recover from the disaster",15263551,be24ebfc-6b2d-4f7e-ad36-b465590e0e0a,27/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,507
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30504,,30504011039,Mvundula,yes,dispersed,,no,,,,,,,,,yes,13,180,45,53,82,180,01/10/2023,same_adm3,MW3,MW305,MW30504,climate_floods,,dispersed,,livelihood,,food health shelter,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30504011043 30504011039,,yes,52,26,50,72,148,01/10/2023,same_adm3,,,returned_assistance rejoin_family,1,1,0,0,,dispersed,,food health sanitation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30504011035 30504011043 30504011039,,The victims have not yet recovered from the disaster. Children are not going to school since some schools like Andisen primary school and St George Academy  were  destroyed by heavy rain hence affect learners future,15263552,cdb80439-0e73-4307-b280-2e07b74c5f80,27/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,508
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30504,,30504011038,M'banda,yes,dispersed,,no,,,,,,,,,yes,23,187,49,63,75,187,01/09/2023,same_adm3,MW3,MW305,MW30504,climate_other,,camp,,livelihood,,food sanitation health,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30504011035 30504011040 30504011038,,yes,86,53,138,198,389,01/09/2023,same_adm3,,,returned_assistance rejoin_family,1,1,0,0,,dispersed,,food clothes shelter,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30504011035 30504010040,,Government and NGOs should sensitive villagers on how and where to build the strong buildings in older to avoid severe destruction during natura disaster,15263554,91335982-721f-4785-a272-7f21ce604cbd,27/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,509
22/11/2024,27/11/2024,remote_inperson,B2_01,District,MW3,MW312,MW31205,,31201099253,Wiliki,yes,dispersed,,yes,15,75,01/04/2024,yes,yes,MW3,climate_drought,,yes,30,150,32,35,83,150,01/06/2024,diff_adm2,MW3,MW301,,climate_floods,,dispersed,,climatic,,food shelter sanitation,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31201099253,,yes,18,19,22,49,90,01/09/2024,diff_adm2,,,returned_assistance rejoin_family no_assistance_found,1,1,1,0,,dispersed,,shelter sanitation food,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31201099253,,Wiliki under 5 clinic,15263632,fddc989b-9742-4289-a946-938bf37755cf,27/11/2024,,,submitted_via_web,mwi_dtm_enum,v7VP8KqqfMupLhhqBS4HdB,,510
25/11/2024,26/11/2024,inperson_mobile,B2_01,District,MW3,MW308,MW30803,,30803066103,Mbiza A,yes,dispersed,,yes,8,36,01/01/2024,yes,yes,MW1,climate_floods,,yes,18,81,28,32,21,81,01/10/2024,diff_adm0,,,,climate_drought,,dispersed,,livelihood,,food cash hygiene,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,30803066103 30803069114 30803067113,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mbiza has fertile land that attracts people to this area for farming activities to earn their living,15263844,0f17d39c-c665-4bda-a11b-892a4f58b4c2,27/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,511
