response_id,survey_id,response_sensitivity,m1470_meta_enum_sex,m2690_loc_returnees_from_list,m2684_loc_arrivals_from_list,m2967_loc_idp_reason_chose_loc,s1534_loc_loc_access,m1461_loc_return_obs_unit,m2688_loc_arrivals_site_type,m1690_loc_depart_hh,m1535_loc_arrival_time,m0342_loc_site_type_multiple,m2693_loc_returnees_site_type,m2691_loc_area_disp_returnees_adm0_other,m2693_loc_returnees_site_type_other,m1725_meta_interview_type,m2694_loc_top_3_priority_need_returnee_other,m1584_loc_main_depart_reason_other,m1584_loc_main_depart_reason,m2967_loc_idp_reason_chose_loc_other,m2692_loc_reason_return_other,s2878_loc_top_3_priority_need_idp_other,m2688_loc_arrivals_site_type_other,m0329_loc_reason_disp_idp_other,m0329_loc_reason_disp_idp,m2686_loc_arrivals_origin_adm1,m1577_loc_main_dest_adm1,m2691_loc_area_disp_returnees_adm0,m2990_loc_depart_internal,m2687_loc_arrivals_origin_adm3,m2972_loc_num_women_return,m0847_loc_num_return_idp_hh,m2971_loc_num_men_return,m2973_loc_num_children_return,m0851_loc_num_return_idp_ind,m2694_loc_top_3_priority_need_returnee,m2695_loc_returnees_settle_adm4,m2692_loc_reason_return,s1322_loc_return_main_arrival,m1541_loc_num_depart_hh_period,m2685_loc_arrivals_origin_adm2,m0349_loc_depart_period,m1540_loc_num_depart_ind_period,m2968_loc_num_men_idp,m2969_loc_num_women_idp,m1537_loc_num_arrivals_hh,m2970_loc_num_children_idp,m0310_loc_num_idp_ind,s2878_loc_top_3_priority_need_idp,m1536_loc_num_arrival_ind_period,m1727_loc_main_group_arrival_date,m2689_loc_arrivals_settle_adm4,m0445_loc_site_id_ssid,_m1650_loc_gps_coords_altitude,m1650_loc_gps_coords,_m2696_meta_start_gps_altitude,_m1650_loc_gps_coords_precision,m0448_loc_site_name,m0305_meta_adm3_pcode,_m2696_meta_start_gps_precision,m1855_meta_assessment_date,_m2696_meta_start_gps_latitude,_m2696_meta_start_gps_longitude,m2696_meta_start_gps,m1658_meta_assessment_start,m0304_meta_adm2_pcode,_m1650_loc_gps_coords_longitude,_m1650_loc_gps_coords_latitude,m1844_meta_assessment_end,m0302_meta_adm0_pcode,m0489_meta_survey_round,m0303_meta_adm1_pcode,m2991_loc_depart_known,s2878_loc_top_3_priority_need_idp/transport,s2878_loc_top_3_priority_need_idp/communication,s2878_loc_top_3_priority_need_idp/dnk,s2878_loc_top_3_priority_need_idp/reunification,s2878_loc_top_3_priority_need_idp/electricity,s2878_loc_top_3_priority_need_idp/language,s2878_loc_top_3_priority_need_idp/medicines,m2694_loc_top_3_priority_need_returnee/transport,m2694_loc_top_3_priority_need_returnee/education,m2694_loc_top_3_priority_need_returnee/reunification,m2694_loc_top_3_priority_need_returnee/hygiene,m2694_loc_top_3_priority_need_returnee/security,s2878_loc_top_3_priority_need_idp/hygiene,s2878_loc_top_3_priority_need_idp/pnta,s2878_loc_top_3_priority_need_idp/security,s2878_loc_top_3_priority_need_idp/child_spaces,s2878_loc_top_3_priority_need_idp/return_support,s2878_loc_top_3_priority_need_idp/wash,m2694_loc_top_3_priority_need_returnee/communication,s2878_loc_top_3_priority_need_idp/education,m2694_loc_top_3_priority_need_returnee/nfi,m2694_loc_top_3_priority_need_returnee/agricultural_inputs,m2694_loc_top_3_priority_need_returnee/other,s2878_loc_top_3_priority_need_idp/nfi,m2694_loc_top_3_priority_need_returnee/accommodation,m2694_loc_top_3_priority_need_returnee/employment,m2694_loc_top_3_priority_need_returnee/drinking_water,m2692_loc_reason_return/other,s2878_loc_top_3_priority_need_idp/other,m2694_loc_top_3_priority_need_returnee/clothes,m2694_loc_top_3_priority_need_returnee/sanitation,s2878_loc_top_3_priority_need_idp/accommodation,s2878_loc_top_3_priority_need_idp/employment,s2878_loc_top_3_priority_need_idp/business,m2694_loc_top_3_priority_need_returnee/business,m2692_loc_reason_return/returned_assistance,s2878_loc_top_3_priority_need_idp/clothes,s2878_loc_top_3_priority_need_idp/drinking_water,m2694_loc_top_3_priority_need_returnee/health,s2878_loc_top_3_priority_need_idp/sanitation,m2694_loc_top_3_priority_need_returnee/cash,s2878_loc_top_3_priority_need_idp/cash,s2878_loc_top_3_priority_need_idp/health,m2692_loc_reason_return/no_assistance_found,m2694_loc_top_3_priority_need_returnee/shelter,m2692_loc_reason_return/rejoin_family,s2878_loc_top_3_priority_need_idp/shelter,m2694_loc_top_3_priority_need_returnee/food,s2878_loc_top_3_priority_need_idp/food,s2878_loc_top_3_priority_need_idp/recognition_qualifications,s2878_loc_top_3_priority_need_idp/legal_consular,s2878_loc_top_3_priority_need_idp/kindergarten,s2878_loc_top_3_priority_need_idp/information,s2878_loc_top_3_priority_need_idp/none,s2878_loc_top_3_priority_need_idp/pss,s2878_loc_top_3_priority_need_idp/protection,s2878_loc_top_3_priority_need_idp/school_supplies,s2878_loc_top_3_priority_need_idp/reporting,s2878_loc_top_3_priority_need_idp/vocational,m2694_loc_top_3_priority_need_returnee/language,m2694_loc_top_3_priority_need_returnee/information,m2694_loc_top_3_priority_need_returnee/recognition_qualifications,m2694_loc_top_3_priority_need_returnee/medicines,m2694_loc_top_3_priority_need_returnee/dnk,m2694_loc_top_3_priority_need_returnee/child_spaces,m2694_loc_top_3_priority_need_returnee/protection,m2694_loc_top_3_priority_need_returnee/kindergarten,m2694_loc_top_3_priority_need_returnee/legal_consular,m2694_loc_top_3_priority_need_returnee/electricity,m2694_loc_top_3_priority_need_returnee/none,m2694_loc_top_3_priority_need_returnee/pnta,m2694_loc_top_3_priority_need_returnee/school_supplies,m2694_loc_top_3_priority_need_returnee/pss,m2694_loc_top_3_priority_need_returnee/reporting,m2694_loc_top_3_priority_need_returnee/return_support,m2694_loc_top_3_priority_need_returnee/wash,m2694_loc_top_3_priority_need_returnee/vocational
713,3,public,female,NULL,diff_adm1,economic,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,remote_inperson,NULL,NULL,climate_drought,NULL,NULL,NULL,NULL,NULL,nonclimate_disaster,MW1,MW1,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,2,NULL,2024-06-01 00:00:00,10,4,5,4,11,20,food shelter health,20,2024-04-01 00:00:00,Ligwangwa,NULL,493.144,-14.8541881 35.2220253 493.144 3.156,493.144,3.156,Gulula,MW31202,3.156,2024-12-04 00:00:00.000000,-14.8541881,35.2220253,-14.8541881 35.2220253 493.144 3.156,2024-11-25 08:57:40.000000,MW312,35.2220253,-14.8541881,2024-12-04 14:23:00.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,0,1,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
724,3,public,female,NULL,diff_adm1,network,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,remote_inperson,NULL,NULL,climate_drought,NULL,NULL,NULL,NULL,NULL,nonclimate_disaster,MW1,MW3,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,22,NULL,2024-07-01 00:00:00,110,38,45,35,92,175,food health shelter,175,2024-05-01 00:00:00,Namungumi,31202048110,521.225,-14.848647 35.23649 521.225 1.5,501.624,1.5,Namungumi,MW31202,10.415,2024-12-05 00:00:00.000000,-14.8488401,35.2363726,-14.8488401 35.2363726 501.624 10.415,2024-11-25 10:08:59.000000,MW312,35.23649,-14.848647,2024-12-05 10:57:51.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,0,1,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
726,3,public,female,NULL,diff_adm1,economic,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,remote_inperson,NULL,NULL,climate_drought,NULL,NULL,NULL,NULL,NULL,climate_drought,MW1,NULL,NULL,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,1,NULL,2024-05-01 00:00:00,5,10,12,10,28,50,food sanitation shelter,50,2024-06-01 00:00:00,Mayera,31202015030,480.117,-14.8227827 35.2355716 480.117 2.158,505.656,2.158,Mayera,MW31202,4400,2024-12-05 00:00:00.000000,-14.8132,35.2514159,-14.8132 35.2514159 505.656 4400.0,2024-11-25 12:08:46.000000,MW312,35.2355716,-14.8227827,2024-12-05 17:23:38.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,1,NULL,0,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
745,3,public,male,NULL,diff_adm0,livelihood,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,climate_drought,NULL,NULL,NULL,NULL,NULL,conflict_displacement,NULL,MW3,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,10,NULL,2023-12-01 00:00:00,45,16,16,16,16,48,food shelter drinking_water,48,2024-01-01 00:00:00,Cherela,31102009045,108.369546423379,-17.035533 35.1741548 108.36954642337933 4.825,104.749421681588,4.825,Cherela,MW31102,4,2024-12-06 00:00:00.000000,-17.0354666,35.1740843,-17.0354666 35.1740843 104.74942168158867 4.0,2024-12-07 12:01:43.000000,MW311,35.1741548,-17.035533,2024-12-07 12:10:55.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,1,NULL,0,NULL,0,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
300,3,public,male,NULL,diff_adm2,livelihood,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,climate_floods,NULL,NULL,NULL,NULL,NULL,climate_drought,MW3,MW3,NULL,both,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,7,MW305,2024-08-01 00:00:00,32,4,4,4,7,15,food clothes drinking_water,15,2024-08-01 00:00:00,"Mwalija, Njereza",31006011038,101,-15.9596029 34.7703366 101.0 4.6,101,4.6,Njereza,MW31006,4.6,2024-11-22 00:00:00.000000,-15.9596029,34.7703366,-15.9596029 34.7703366 101.0 4.6,2024-11-22 14:10:33.000000,MW310,34.7703366,-15.9596029,2024-11-22 19:59:15.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,1,1,NULL,0,NULL,0,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,3,public,female,NULL,diff_adm1,climatic,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,remote_inperson,NULL,NULL,climate_floods,NULL,NULL,NULL,NULL,NULL,climate_floods,MW2,MW2,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,1,NULL,2024-08-01 00:00:00,4,17,19,15,39,75,food sanitation health,75,2024-06-01 00:00:00,Khwalala (B),31201099175,490.103,-15.170623 35.0557806 490.103 1.875,0,1.875,Khwalala (B),MW31205,4500,2024-11-24 00:00:00.000000,-15.1799465,35.0530983,-15.1799465 35.0530983 0.0 4500.0,2024-11-22 12:46:49.000000,MW312,35.0557806,-15.170623,2024-11-24 19:15:51.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,1,NULL,0,1,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
393,3,public,female,NULL,diff_adm1,economic,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,remote_inperson,NULL,NULL,climate_floods,NULL,NULL,NULL,NULL,NULL,climate_drought,MW1,MW3,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,1,NULL,2024-05-01 00:00:00,5,5,6,5,14,25,food health shelter,25,2024-04-01 00:00:00,"Magombo, Kantwanje",31201099261,486.361,-15.1632178 35.0683022 486.361 2.819,0,2.819,Kantwanje,MW31205,4900,2024-11-24 00:00:00.000000,-15.1508146,35.0740865,-15.1508146 35.0740865 0.0 4900.0,2024-11-22 13:25:54.000000,MW312,35.0683022,-15.1632178,2024-11-24 19:29:20.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,0,1,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,3,public,male,NULL,diff_adm2,livelihood,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,climate_floods,NULL,NULL,NULL,NULL,NULL,climate_drought,MW3,MW2,NULL,both,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,30,MW309,2023-11-01 00:00:00,90,18,26,17,20,64,food drinking_water cash,64,2023-10-01 00:00:00,"Chonde, Chonde [A], Mzinganyama [A]",30804026052,696.9,-16.0037031 35.3275457 696.9 4.78,677.5,4.78,Chonde,MW30804,5.7,2024-11-25 00:00:00.000000,-16.00385,35.327625,-16.00385 35.327625 677.5 5.7,2024-11-24 09:11:09.000000,MW308,35.3275457,-16.0037031,2024-11-26 09:55:09.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,1,NULL,0,NULL,1,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
516,3,public,male,NULL,diff_adm0,livelihood,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,climate_floods,NULL,NULL,NULL,NULL,NULL,climate_drought,NULL,MW1,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,8,NULL,2024-01-01 00:00:00,36,28,32,18,21,81,food cash hygiene,81,2024-10-01 00:00:00,"Mbiza A, Malota, Muhiya",30803066103,631.9,-16.0932166 35.3465873 631.9 4.694,656.9,4.694,Mbiza A,MW30803,191.698,2024-11-26 00:00:00.000000,-16.0931917,35.3464967,-16.0931917 35.3464967 656.9 191.698,2024-11-25 09:30:20.000000,MW308,35.3465873,-16.0932166,2024-11-27 10:17:16.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,1,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
558,3,public,male,NULL,diff_adm2,network,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,climate_floods,NULL,NULL,NULL,NULL,NULL,climate_floods,MW3,MW3,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,64,MW305,2023-09-01 00:00:00,288,8,16,8,12,36,food drinking_water shelter,36,2024-02-01 00:00:00,Binali,30108037046,476.240783691406,-13.9045399 35.1261595 476.24078369140625 4.288,483.687255859375,4.288,Binali,MW30109,3.752,2024-11-27 00:00:00.000000,-13.9045537,35.1261422,-13.9045537 35.1261422 483.687255859375 3.752,2024-11-26 11:41:51.000000,MW301,35.1261595,-13.9045399,2024-11-27 20:50:51.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,1,NULL,0,NULL,0,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
578,3,public,female,NULL,diff_adm2,economic,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,remote_inperson,NULL,NULL,climate_floods,NULL,NULL,NULL,NULL,NULL,climate_floods,MW3,MW1,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,7,MW302,2024-07-01 00:00:00,35,11,13,11,31,55,food shelter sanitation,55,2024-08-01 00:00:00,Nkaya,NULL,565.169,-15.1414056 34.9590564 565.169 1.915,565.169,1.915,Isa,MW31205,1.915,2024-11-28 00:00:00.000000,-15.1414056,34.9590564,-15.1414056 34.9590564 565.169 1.915,2024-11-23 08:00:07.000000,MW312,34.9590564,-15.1414056,2024-11-28 13:19:52.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,1,NULL,0,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
625,3,public,female,NULL,diff_adm2,livelihood,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,"Looking for job opportunities ",other,NULL,NULL,NULL,NULL,NULL,climate_drought,MW3,NULL,NULL,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,7,MW308,2024-09-01 00:00:00,7,2,4,5,6,12,food shelter employment,12,2024-11-01 00:00:00,"0, Liba",NULL,841.736,-14.6525667 34.9527089 841.736 0.767,812.639,0.767,Bbb,MW30113,8.679,2024-11-25 00:00:00.000000,-14.6526591,34.9526481,-14.6526591 34.9526481 812.639 8.679,2024-11-25 11:03:20.000000,MW301,34.9527089,-14.6525667,2024-11-30 12:18:53.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,1,0,NULL,NULL,0,0,NULL,0,NULL,0,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
730,3,public,male,NULL,diff_adm1,climatic,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,Business opportunities,other,NULL,NULL,NULL,NULL,NULL,climate_floods,MW2,MW3,NULL,both,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,10,NULL,2023-09-01 00:00:00,30,50,60,40,40,150,food shelter cash,150,2023-09-01 00:00:00,Saiti,30108011082,515.018127441406,-13.7003205 34.9015793 515.0181274414062 4.073,505.364685058593,4.073,Saiti,MW30110,7.504,2024-12-06 00:00:00.000000,-13.7004099,34.901471,-13.7004099 34.901471 505.36468505859375 7.504,2024-12-04 15:38:37.000000,MW301,34.9015793,-13.7003205,2024-12-06 13:04:35.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,1,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,3,public,male,NULL,diff_adm3,livelihood,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,climate_floods,NULL,NULL,NULL,NULL,NULL,climate_floods,MW3,MW3,NULL,NULL,MW31108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,24,MW311,2023-10-01 00:00:00,120,84,84,84,252,420,food health shelter,420,2023-09-01 00:00:00,"Mlamba, Mpachika, Alufazema",31108007016,32.6999999999999,-16.9681503 35.2197004 32.699999999999996 3.733,32.6999999999999,3.733,Mpachika,MW31108,3.733,2024-11-12 00:00:00.000000,-16.9681503,35.2197004,-16.9681503 35.2197004 32.699999999999996 3.733,2024-11-12 08:53:23.000000,MW311,35.2197004,-16.9681503,2024-11-12 19:20:51.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,0,1,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
414,3,public,male,NULL,diff_adm3,livelihood,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,climate_floods,NULL,NULL,NULL,NULL,NULL,climate_floods,MW3,MW3,NULL,yes,MW31104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,20,MW311,2023-11-01 00:00:00,80,480,580,380,460,1520,food shelter sanitation,1520,2024-05-01 00:00:00,"Chitseko, Khambadza",NULL,43.8,-16.4561247 35.1716939 43.800000000000004 4.366,44.1,4.366,Khambadza,MW31104,5.6,2024-11-23 00:00:00.000000,-16.45606,35.1716933,-16.45606 35.1716933 44.1 5.6,2024-11-23 10:51:20.000000,MW311,35.1716939,-16.4561247,2024-11-25 12:01:26.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,1,NULL,0,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
525,3,public,male,NULL,diff_adm3,livelihood,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,climate_drought,NULL,NULL,NULL,NULL,NULL,climate_floods,MW3,MW3,NULL,yes,MW31102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,8,MW311,2024-01-01 00:00:00,35,9,12,12,12,33,shelter child_spaces cash,33,2024-10-01 00:00:00,"Chimombo, MALEWALEWA",NULL,57.5585048369853,-17.0203104 35.2081718 57.55850483698531 5.0,63.5048764241151,5,Malewalewa,MW31102,4,2024-11-23 00:00:00.000000,-17.0210486,35.2066803,-17.0210486 35.2066803 63.50487642411514 4.0,2024-11-23 07:40:25.000000,MW311,35.2081718,-17.0203104,2024-11-27 17:10:55.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,1,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,1,0,NULL,NULL,NULL,1,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
526,3,public,male,NULL,diff_adm3,livelihood,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,climate_drought,NULL,NULL,NULL,NULL,NULL,nonclimate_disaster,MW3,MW3,NULL,yes,MW31108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,6,MW311,2024-02-01 00:00:00,32,3,4,2,6,13,food shelter cash,13,2023-11-01 00:00:00,Gumbwa,31102002011,40.2531098289398,-17.0103846 35.2156111 40.25310982893988 4.249,39.5403768409552,4.249,Gumbwa,MW31102,4,2024-11-23 00:00:00.000000,-17.0105218,35.2156673,-17.0105218 35.2156673 39.54037684095524 4.0,2024-11-23 09:18:52.000000,MW311,35.2156111,-17.0103846,2024-11-27 17:11:44.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,1,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
